Pricing Table,,,,,,,
package,Priority,,,,,,
carrier,AA,,,,,,
subcode,CUU,,,,,,
result_type,UNITLESS_PTABLE_TYPE,,,,,,
name,Priority Price Test_t,,,,,,
comment,Updating stale,,,,,,
attribute_group,TS,,,,,,
Pricelines,,,,,,,
Comment,Segment matches required,Travel dates (Start),Travel dates (End),Loc1,Loc2,Sector direction,Result
Random Testing,,08/06/2026,12/05/2026,P:BPT,P:DAY,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:BRO,P:OMA,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:BTR,P:AUS,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:BTR,P:BOI,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:CAK,P:MSP,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:CHO,P:ONT,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:CLE,P:RDM,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:CLL,P:FLL,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:COU,P:LGA,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:CRP,P:TXK,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:CWA,P:EVV,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:CWA,P:RIC,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:DAB,P:HRL,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:DAB,P:PHL,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:DAY,P:ANC,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:DAY,P:TYR,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:DCA,P:BTV,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:DFW,P:MTJ,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:DTW,P:BHM,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:DTW,P:GRK,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:EGE,P:ERI,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:ELP,P:FLL,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:EUG,P:MYR,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:EVV,P:HOU,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:EVV,P:STS,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:EWR,P:HRL,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:FAT,P:YQB,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:FNT,P:MLB,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:FSM,P:CLD,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:GEG,P:DAY,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:GPT,P:MAF,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:GRB,P:RDM,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:GRI,P:BUR,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:GRK,P:BUR,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:GSO,P:BUR,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:GSO,P:HTS,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:GSP,P:BIS,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:GUC,P:SYR,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:HPN,P:PWM,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:IAD,P:SFO,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:IAH,P:LFT,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:ILG,P:SYR,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:ILM,P:BUF,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:JAX,P:OMA,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:LAS,P:ALO,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:LSE,P:BUR,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:MAF,P:CLT,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:MEM,P:FSD,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:MFE,P:GRB,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:MFR,P:ABE,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:MRY,P:SYR,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:MSP,P:FNT,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:MSP,P:ROA,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:MSY,P:IAH,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:MYR,P:EUG,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:OAJ,P:PHL,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:OKC,P:TPA,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:ORD,P:SBA,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:PHX,P:JAN,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:PIA,P:ABQ,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:PIA,P:YYC,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:PIT,P:LAW,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:PIT,P:PVD,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:PVU,P:TLH,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:RNO,P:SFO,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:RNO,P:YVR,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:ROW,P:SEA,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:SAT,P:CWA,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:SBA,P:MDT,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:SBA,P:SCE,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:SBN,P:BFL,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:SBN,P:BOS,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:SBY,P:RSW,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:SBY,P:SJT,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:SGF,P:CLE,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:SGU,P:CID,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:SJC,P:FLO,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:SJT,P:IND,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:SMF,P:AGS,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:SNA,P:LBB,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:SPI,P:CHS,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:SPI,P:OKC,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:STL,P:SWO,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:SWO,P:GRK,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:TLH,P:CID,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:TYS,P:GRR,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:YUM,P:PIA,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:YVR,P:COS,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:YYC,P:BNA,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:ACK,P:ATW,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:ACT,P:AGS,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:ACY,P:CWA,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:ACY,P:MFR,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:AEX,P:CWA,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:ALB,P:RNO,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:ALO,P:HPN,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:AUS,P:AVL,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:AVL,P:OAJ,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:BDL,P:MCI,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:BWI,P:CHA,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:BWI,P:MHK,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:BWI,P:PHX,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:CAE,P:SJT,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:CAK,P:HRL,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:CHS,P:CRP,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:CHS,P:MLI,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:CID,P:HTS,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:DAY,P:LBB,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:DTW,P:GSP,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:DTW,P:LBB,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:EUG,P:MSY,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:EVV,P:SBY,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:EWR,P:ASE,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:EWR,P:MCO,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:EYW,P:MOB,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:FAT,P:TXK,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:FCA,P:SJT,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:FLG,P:DTW,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:FLO,P:MSY,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:FSD,P:MSY,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:FWA,P:MAF,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:FWA,P:TUS,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:GEG,P:FLL,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:GGG,P:SGU,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:GPT,P:MSY,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:GRB,P:SBY,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:GSO,P:IAD,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:HDN,P:LFT,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:HSV,P:ICT,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:HTS,P:RDU,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:IAD,P:ABI,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:IAD,P:GGG,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:IAD,P:RAP,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:IAD,P:SBA,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:ICT,P:CRP,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:IND,P:CMI,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:JAC,P:COU,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:JAN,P:TVC,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:JAX,P:LAX,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:JFK,P:CLD,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:LAN,P:SDF,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:LAS,P:DFW,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:LBB,P:GNV,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:LBB,P:MFR,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:LCH,P:OAJ,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:LGA,P:CLT,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:LGA,P:SBP,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:LRD,P:GRR,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:LWB,P:SRQ,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:MAF,P:LIT,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:MCO,P:FLL,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:MFE,P:HDN,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:MHK,P:ATW,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:MHT,P:ELP,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:MHT,P:PIA,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:MIA,P:MOB,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:MQT,P:TXK,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:MSN,P:PDX,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:MSN,P:PHF,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:MSN,P:SPI,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:MTJ,P:DAB,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:MYR,P:SMF,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:OKC,P:LCH,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:ORF,P:GSP,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:PHX,P:IAD,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:RDU,P:AGS,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:RDU,P:GSP,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:RIC,P:SMX,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:RNO,P:VPS,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:RST,P:STL,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:SAF,P:TRI,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:SAN,P:PHL,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:SAT,P:FNT,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:SAV,P:MAF,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:SBY,P:BDL,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:SFO,P:CLD,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:SHD,P:CMH,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:SHV,P:GCK,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:SPS,P:TYR,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:SRQ,P:PBI,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:STS,P:TPA,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:SUN,P:RNO,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:SWO,P:MLU,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:TPA,P:MOB,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:TRI,P:GNV,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:TUS,P:CLD,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:TUS,P:GTR,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:TXK,P:PSC,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:TYR,P:YUL,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:TYS,P:HHH,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:YQB,P:PHX,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:YYC,P:DFW,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:YYZ,P:CHA,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:YYZ,P:SAT,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:ABI,P:BOS,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:AGS,P:DEN,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:ALB,P:TPA,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:AVL,P:ABI,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:BDL,P:GJT,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:BFL,P:BGR,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:BGR,P:MSN,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:BOS,P:RSW,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:BWI,P:FLL,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:BZN,P:SPI,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:CID,P:SEA,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:CID,P:SWO,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:CLD,P:EVV,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:CVG,P:LAS,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:DAB,P:LEX,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:DCA,P:ABE,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:DCA,P:EGE,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:DFW,P:ILM,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:DFW,P:ORH,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:DSM,P:DAB,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:DSM,P:ONT,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:ECP,P:LEX,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:EGE,P:ECP,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:EWR,P:RNO,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:FAY,P:ORH,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:FSM,P:MCI,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:GGG,P:SJC,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:GJT,P:GSP,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:GNV,P:HOU,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:GRR,P:DTW,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:GSO,P:SBP,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:GSP,P:FNT,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:GSP,P:MCI,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:GTR,P:TYS,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:HHH,P:BNA,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:HHH,P:CAE,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:HSV,P:PVU,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:IAH,P:LYH,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:IND,P:RSW,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:IND,P:SAT,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:LAS,P:DRO,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:LAX,P:TXK,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:LFT,P:PSC,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:MAF,P:TUS,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:MDT,P:TUS,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:MFR,P:BGR,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:MGM,P:COU,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:MGM,P:IAD,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:MGM,P:YQB,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:MIA,P:CLT,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:MKE,P:ILG,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:MLB,P:BIS,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:MLB,P:FAR,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:MOB,P:MSO,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:MSN,P:ABI,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:MSP,P:SGU,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:MSY,P:CAE,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:MVY,P:OKC,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:OMA,P:ROA,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:OMA,P:ROC,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:OMA,P:TYR,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:ONT,P:BOI,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:PIT,P:GSP,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:PVD,P:AUS,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:RAP,P:CHS,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:RDM,P:SWO,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:RDU,P:ASE,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:ROC,P:DSM,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:SAN,P:ELP,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:SBP,P:LSE,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:SBY,P:PIT,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:SFO,P:FLG,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:SPI,P:LAW,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:TRI,P:HOU,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:TRI,P:MLB,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:TRI,P:OKC,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:TXK,P:MGM,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:VPS,P:GUC,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:VPS,P:SDF,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:VRB,P:TVC,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:VRB,P:TYS,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:XNA,P:PIT,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:YHZ,P:SJC,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:YYC,P:JAX,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:YYC,P:SNA,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:YYZ,P:ONT,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:ABE,P:SDF,From Loc1 to Loc2,0.8
